PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Concepto,Mobiliario y equipo de administración,1078353,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Muebles de oficina y estantería,137994,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Equipo de cómputo y de tecnologías de la información,895947,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Otros mobiliarios y equipos de administración,44412,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Concepto,Mobiliario y equipo educacional y recreativo,5001132,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Equipos y aparatos audiovisuales,131539,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Otro mobiliario y equipo educacional y recreativo,4869593,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Concepto,Vehículos y equipo de transporte,12875348,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Otros equipos de transporte,12875348,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Concepto,Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,15709,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Instrumental médico y de laboratorio,15709,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Concepto,"Maquinaria, otros equipos y herramientas",1003238,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Maquinaria y equipo agropecuario,734368,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Maquinaria y equipo industrial,200214,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,"Equipos de generación eléctrica, aparatos y accesorios eléctricos",17980,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Herramientas y máquinas-herramienta,50676,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Capítulo,Inversión pública,49806462,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Concepto,Obra pública en bienes de dominio público,49806462,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Edificación no habitacional,18230790,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Subpartida Genérica,Edificios públicos diversos,18230790,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,División de terrenos y construcción de obras de urbanización,22501472,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,2,Egresos,Partida Genérica,Diversas obras públicas en bienes de dominio público,9074200,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Tema,Total de egresos,1548936715,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Capítulo,Servicios personales,881851276,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,Remuneraciones al personal,402733004,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Dependencias diversas,402733004,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,Remuneraciones adicionales y especiales,132026837,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,4266939,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",55273561,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Horas extraordinarias,28141942,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Compensaciones,26149709,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Otras remuneraciones adicionales y especiales,18194686,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,Seguridad social,73239413,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Aportaciones de seguridad social,49046014,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Aportaciones a fondos de vivienda,16460726,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Aportaciones para seguros,7732673,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,Otras prestaciones sociales y económicas,256068892,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Cuotas para el fondo de ahorro y fondo de trabajo,30144495,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Indemnizaciones,1805022,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Prestaciones y haberes de retiro,9795714,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Apoyos a la capacitación de los servidores públicos,20400,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,214303261,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,Pago de estímulos a servidores públicos,17783130,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Estímulos,17783130,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Capítulo,Materiales y suministros,105548027,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",2785730,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",1438849,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",575308,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Material impreso e información digital,52325,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Material de limpieza,450290,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Materiales y útiles de enseñanza,268958,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,Alimentos y utensilios,2301707,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Otros alimentos y utensilios,2301707,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",1956893,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,1956893,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,Materiales y artículos de construcción y de reparación,50818884,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,50818884,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",8715386,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",317890,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Subpartida Genérica,Productos químicos básicos,317890,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Otros productos adquiridos como materia prima,8397496,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,"Combustibles, lubricantes y aditivos",27232775,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",27232775,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",11189682,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Vestuario y uniformes,6370773,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Prendas de seguridad y protección personal,4593776,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Artículos deportivos,225133,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,Materiales y suministros diversos,546970,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Capítulo,Servicios generales,233851644,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Concepto,Servicios básicos,102372767,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Energía eléctrica,83283732,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Gas,1848824,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Agua,12527996,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Telefonía tradicional,4190445,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2012,9,3,Egresos,Partida Genérica,Servicios de telecomunicaciones y satélites,15480,Cifras Definitivas
