PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",1044965,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Material impreso e información digital,69231,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Material de limpieza,553990,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Materiales y útiles de enseñanza,449489,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Alimentos y utensilios,1142914,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Productos alimenticios para personas,1061177,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Productos alimenticios para animales,1000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Utensilios para el servicio de alimentación,80737,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",7812333,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Herramientas menores,2488201,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de edificios,22690,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Refacciones y accesorios menores de mobiliario y equipo de administración, educacional y recreativo",5681,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de cómputo y tecnologías de la información,402399,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de transporte,4799540,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de maquinaria y otros equipos,89218,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,4604,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Materiales y artículos de construcción y de reparación,27839227,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Productos minerales no metálicos,5089726,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Cemento y productos de concreto,269382,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Cal, yeso y productos de yeso",4216,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Madera y productos de madera,120180,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Vidrio y productos de vidrio,9818,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Material eléctrico y electrónico,18863116,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Artículos metálicos para la construcción,1467983,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Materiales complementarios,44273,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,1970533,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",5413381,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",666694,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Subpartida Genérica,Productos químicos básicos,9275,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Subpartida Genérica,"Fertilizantes, pesticidas y otros agroquímicos",39300,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Subpartida Genérica,Medicinas y productos farmacéuticos,69950,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros médicos",200164,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Subpartida Genérica,"Fibras sintéticas, hules, plásticos y derivados",348005,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Materias primas y materiales de producción y comercialización,378651,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Subpartida Genérica,"Productos alimenticios, agropecuarios y forestales adquiridos como materia prima",106800,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Subpartida Genérica,"Productos de papel, cartón e impresos adquiridos como materia prima",13000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Subpartida Genérica,"Productos químicos, farmacéuticos y de laboratorio adquiridos como materia prima",7018,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Subpartida Genérica,"Productos de cuero, piel, plástico y hule adquiridos como materia prima",251833,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Otros productos adquiridos como materia prima,4368036,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,"Combustibles, lubricantes y aditivos",32381005,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",32381005,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",13297029,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Vestuario y uniformes,6084899,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Prendas de seguridad y protección personal,6553631,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Artículos deportivos,585619,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Productos textiles,40183,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Blancos y otros productos textiles, excepto prendas de vestir",32697,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Capítulo,Servicios generales,348483798,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Servicios básicos,162293316,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Energía eléctrica,128572562,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Gas,3634326,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Agua,27329009,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Telefonía tradicional,1202191,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Servicios de acceso de Internet, redes y procesamiento de información",1397408,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Servicios integrales y otros servicios,157820,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Servicios de arrendamiento,910065,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Otros arrendamientos,910065,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,"Servicios profesionales, científicos, técnicos y otros servicios",93277538,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Servicios legales, de contabilidad, auditoría y relacionados",232000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Servicios de diseño, arquitectura, ingeniería y actividades relacionadas",4400946,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Servicios de consultoría administrativa, procesos, técnica y en tecnologías de la información",452370,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Servicios de capacitación,780810,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Servicios de investigación científica y desarrollo,52802,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Servicios de apoyo administrativo, traducción, fotocopiado e impresión",10623864,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Servicios de vigilancia,76734746,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,"Servicios financieros, bancarios y comerciales",11073177,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Servicios financieros y bancarios,112674,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Seguro de bienes patrimoniales,10960503,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,"Servicios de instalación, reparación, mantenimiento y conservación",35798539,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Conservación y mantenimiento menor de inmuebles,2214969,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de mobiliario y equipo de administración, educacional y recreativo",68533,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de equipo de cómputo y tecnología de la información",8062,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Servicios de jardinería y fumigación,6286191,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Reparación y mantenimiento de equipo de transporte,18662142,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de maquinaria, otros equipos y herramienta",4782299,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Servicios de limpieza y manejo de desechos,3776343,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Servicios de comunicación social y publicidad,1226314,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Difusión por radio, televisión y otros medios de mensajes sobre programas y actividades gubernamentales",656978,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Servicios de creatividad, preproducción y producción de publicidad, excepto Internet",76400,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Servicios de revelado de fotografías,1160,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Servicios de la industria fílmica, del sonido y del video",491776,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Servicios de traslado y viáticos,3344737,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Pasajes terrestres,3335330,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Otros servicios de traslado y hospedaje,9407,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Servicios oficiales,11730247,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Gastos de ceremonial,5867810,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Gastos de orden social y cultural,4583885,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Congresos y convenciones,264132,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Exposiciones,1014420,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Otros servicios generales,28829865,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Servicios funerarios y de cementerios,840725,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Impuestos y derechos,1519517,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Otros gastos por responsabilidades,1454827,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Impuesto sobre nóminas y otros que se deriven de una relación laboral,25014796,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",30811968,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Transferencias internas y asignaciones al sector público,29672568,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,A instituciones del gobierno según función,29672568,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Subpartida Genérica,Instituciones y programas de asistencia social,29672568,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Ayudas sociales,1139400,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Ayudas sociales a personas,1139400,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Capítulo,"Bienes muebles, inmuebles e intangibles",43059586,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Mobiliario y equipo de administración,3836749,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Muebles de oficina y estantería,69852,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Bienes artísticos, culturales y científicos",75400,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Equipo de cómputo y de tecnologías de la información,3688771,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Otros mobiliarios y equipos de administración,2726,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Mobiliario y equipo educacional y recreativo,2524416,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Equipos y aparatos audiovisuales,2140288,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Aparatos deportivos,359020,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Cámaras fotográficas y de video,22846,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Otro mobiliario y equipo educacional y recreativo,2262,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Vehículos y equipo de transporte,27828304,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Vehículos y equipo terrestre,27828304,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,156918,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Equipo médico y de laboratorio,156918,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,"Maquinaria, otros equipos y herramientas",8655283,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Maquinaria y equipo industrial,111222,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Maquinaria y equipo de construcción,8151528,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,"Sistemas de aire acondicionado, calefacción y de refrigeración industrial y comercial",11020,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Equipo de comunicación y telecomunicación,88937,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Herramientas y máquinas-herramienta,243798,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Otros equipos,48778,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Activos intangibles,57916,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Software,57916,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Capítulo,Inversión pública,243188122,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Concepto,Obra pública en bienes de dominio público,243188122,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Edificación no habitacional,99454326,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Subpartida Genérica,Edificios públicos diversos,99454326,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,División de terrenos y construcción de obras de urbanización,91400099,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Construcción de vías de comunicación,32147639,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,2,Egresos,Partida Genérica,Trabajos de acabados en edificaciones y otros trabajos especializados,20186058,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,3,Egresos,Tema,Total de egresos,2774755379,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,3,Egresos,Capítulo,Servicios personales,1126576791,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,3,Egresos,Concepto,Remuneraciones al personal,511472944,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,3,Egresos,Partida Genérica,Dependencias diversas,511472944,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,3,Egresos,Concepto,Remuneraciones adicionales y especiales,161906416,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,3,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,4606877,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2016,9,3,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",68876037,Cifras Definitivas
