PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,TEMA,CATEGORIA,DESCRIPCION_CATEGORIA,VALOR,ESTATUS
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Prestaciones y haberes de retiro,12274711,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Apoyos a la capacitación de los servidores públicos,99000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Otras prestaciones sociales y económicas,266085183,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Pago de estímulos a servidores públicos,24288692,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Estímulos,24288692,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Capítulo,Materiales y suministros,133191955,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,"Materiales de administración, emisión de documentos y artículos oficiales",7843310,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de oficina",3160149,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Materiales y útiles de impresión y reproducción,89087,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Materiales, útiles y equipos menores de tecnologías de la información y comunicaciones",2736343,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Material impreso e información digital,35439,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Material de limpieza,849132,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Materiales y útiles de enseñanza,973160,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Alimentos y utensilios,3536507,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Productos alimenticios para personas,3403588,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Productos alimenticios para animales,61296,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Utensilios para el servicio de alimentación,71623,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,"Herramientas, refacciones y accesorios menores",7586908,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Herramientas menores,1823592,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de edificios,207324,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Refacciones y accesorios menores de mobiliario y equipo de administración, educacional y recreativo",265110,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de cómputo y tecnologías de la información,30703,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de equipo de transporte,4218978,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores de maquinaria y otros equipos,1027287,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Refacciones y accesorios menores otros bienes muebles,13914,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Materiales y artículos de construcción y de reparación,51796358,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Productos minerales no metálicos,7936114,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Cemento y productos de concreto,1232987,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Cal, yeso y productos de yeso",17139,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Madera y productos de madera,888979,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Vidrio y productos de vidrio,341988,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Material eléctrico y electrónico,33459737,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Artículos metálicos para la construcción,2529208,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Materiales complementarios,161648,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Otros materiales y artículos de construcción y reparación,5228558,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,"Productos químicos, farmacéuticos, laboratorio y materias primas de producción y comercialización",9171884,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Productos químicos, farmacéuticos y de laboratorio",3468181,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Subpartida Genérica,"Fertilizantes, pesticidas y otros agroquímicos",356358,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Subpartida Genérica,Medicinas y productos farmacéuticos,316896,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Subpartida Genérica,"Materiales, accesorios y suministros médicos",348439,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Subpartida Genérica,"Fibras sintéticas, hules, plásticos y derivados",2437411,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Subpartida Genérica,Otros productos químicos,9077,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Materias primas y materiales de producción y comercialización,882334,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Subpartida Genérica,"Productos alimenticios, agropecuarios y forestales adquiridos como materia prima",276994,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Subpartida Genérica,"Productos químicos, farmacéuticos y de laboratorio adquiridos como materia prima",61555,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Subpartida Genérica,Productos metálicos y a base de minerales no metálicos adquiridos como materia prima,29998,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Subpartida Genérica,"Productos de cuero, piel, plástico y hule adquiridos como materia prima",513787,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Otros productos adquiridos como materia prima,4821369,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,"Combustibles, lubricantes y aditivos",43759265,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Combustibles, lubricantes y aditivos",43759265,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,"Vestuario, blancos, prendas de protección y artículos deportivos",9497723,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Vestuario y uniformes,5481151,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Prendas de seguridad y protección personal,3561093,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Artículos deportivos,186074,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Productos textiles,107067,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Blancos y otros productos textiles, excepto prendas de vestir",162338,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Capítulo,Servicios generales,402330960,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Servicios básicos,100821272,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Energía eléctrica,70802989,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Gas,4199293,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Agua,23443092,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Telefonía tradicional,1338693,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Servicios de telecomunicaciones y satélites,19592,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Servicios de acceso de Internet, redes y procesamiento de información",867134,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Servicios integrales y otros servicios,150479,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Servicios de arrendamiento,5435609,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Arrendamiento de equipo de transporte,1799253,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Otros arrendamientos,3636356,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,"Servicios profesionales, científicos, técnicos y otros servicios",110228637,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Servicios de diseño, arquitectura, ingeniería y actividades relacionadas",5480230,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Servicios de consultoría administrativa, procesos, técnica y en tecnologías de la información",1952628,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Servicios de capacitación,796837,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Servicios de investigación científica y desarrollo,110156,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Servicios de apoyo administrativo, traducción, fotocopiado e impresión",6671044,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Servicios de vigilancia,93140462,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Servicios profesionales, científicos y técnicos integrales",2077280,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,"Servicios financieros, bancarios y comerciales",16449363,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Servicios financieros y bancarios,26751,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Servicios de recaudación, traslado y custodia de valores",7194,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Seguros de responsabilidad patrimonial y fianzas,30130,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Seguro de bienes patrimoniales,16385288,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,"Servicios de instalación, reparación, mantenimiento y conservación",112732004,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Conservación y mantenimiento menor de inmuebles,45897412,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de mobiliario y equipo de administración, educacional y recreativo",413056,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de equipo de cómputo y tecnología de la información",21091931,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Servicios de jardinería y fumigación,17127402,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Reparación y mantenimiento de equipo de transporte,18728534,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Instalación, reparación y mantenimiento de maquinaria, otros equipos y herramienta",5244854,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Servicios de limpieza y manejo de desechos,4228815,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Servicios de comunicación social y publicidad,3239802,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Difusión por radio, televisión y otros medios de mensajes sobre programas y actividades gubernamentales",3234814,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Servicios de revelado de fotografías,4988,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Servicios de traslado y viáticos,3694600,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Pasajes terrestres,3694600,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Servicios oficiales,17749933,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Gastos de orden social y cultural,17749933,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Otros servicios generales,31979740,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Servicios funerarios y de cementerios,1308891,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Impuestos y derechos,1970407,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Penas, multas, accesorios y actualizaciones",103864,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Otros gastos por responsabilidades,312770,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Impuesto sobre nóminas y otros que se deriven de una relación laboral,28283808,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Capítulo,"Transferencias, asignaciones, subsidios y otras ayudas",45032945,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Transferencias internas y asignaciones al sector público,43851420,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,A instituciones del gobierno según función,43851420,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Subpartida Genérica,Instituciones y programas de asistencia social,43851420,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Ayudas sociales,1181525,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Ayudas sociales a personas,1181525,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Capítulo,"Bienes muebles, inmuebles e intangibles",36482422,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Mobiliario y equipo de administración,4811195,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Muebles de oficina y estantería,1050004,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Muebles, excepto de oficina y estantería",79251,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Bienes artísticos, culturales y científicos",150800,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Equipo de cómputo y de tecnologías de la información,3430385,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Otros mobiliarios y equipos de administración,100755,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Mobiliario y equipo educacional y recreativo,3269118,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Equipos y aparatos audiovisuales,265875,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Aparatos deportivos,357030,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Otro mobiliario y equipo educacional y recreativo,2646213,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Vehículos y equipo de transporte,24915911,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Vehículos y equipo terrestre,24915911,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Equipo de defensa y seguridad y equipo e instrumental médico y laboratorio,769549,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Equipo médico y de laboratorio,769549,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,"Maquinaria, otros equipos y herramientas",2617649,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Maquinaria y equipo industrial,101759,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,"Sistemas de aire acondicionado, calefacción y de refrigeración industrial y comercial",20167,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Equipo de comunicación y telecomunicación,3296,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Herramientas y máquinas-herramienta,1810611,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Otros equipos,681816,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Activos intangibles,99000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Software,99000,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Capítulo,Inversión pública,261944316,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Concepto,Obra pública en bienes de dominio público,261944316,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Edificación no habitacional,155097842,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Subpartida Genérica,Edificios públicos diversos,155097842,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,División de terrenos y construcción de obras de urbanización,82805224,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,2,Egresos,Partida Genérica,Construcción de vías de comunicación,24041250,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,3,Egresos,Tema,Total de egresos,2974260910,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,3,Egresos,Capítulo,Servicios personales,1239504843,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,3,Egresos,Concepto,Remuneraciones al personal,528878557,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,3,Egresos,Partida Genérica,Dependencias diversas,528878557,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,3,Egresos,Concepto,Remuneraciones adicionales y especiales,175732308,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,3,Egresos,Partida Genérica,Primas por años de servicios efectivos prestados,4700670,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,3,Egresos,Partida Genérica,"Primas de vacaciones, dominical y gratificación de fin de año",75414982,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,3,Egresos,Partida Genérica,Horas extraordinarias,57384756,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,3,Egresos,Partida Genérica,Compensaciones,38231900,Cifras Definitivas
Estadística de Finanzas Públicas Estatales y Municipales. Anual,Alcaldía,2018,9,3,Egresos,Concepto,Seguridad social,107481177,Cifras Definitivas
